FID,area
0,452.3233400955679
1,7579.126093389006
2,422.87518135671894
3,670464.1233286073
4,5459.0777244816745
5,0.007525349708885187
10,4.851081927652323e-11
11,1.7816688906860736e-05
13,4.959945621536496e-11
15,2.778684188298186e-05
16,9218.54554919891
17,838.2178959144354
18,3.269452896315566e-05
24,3.7081314666209274e-05
25,12.630298115952563
26,265.8336537050282
27,198.7961610077355
39,0.006001846437129643
40,3.590554563306231e-09
41,0.00141168713243654
42,5.631872951237236e-05
43,7.849424528824026e-05
44,1.810112030425394e-10
46,0.00014950608147046296
47,0.00013346441812700505
48,0.006977731822189526
49,0.00010067898288124155
50,561.044639463362
51,3632.4176216482965
52,8228.70604559925
54,3601988.063115552
55,53614.723327558124
56,269.4613675698116
57,2977.851559597722
58,15688.381563057654
59,5995.621024874241
64,1778410.3851847188
65,1960.2298297336336
66,1603.4146797038377
67,7078.121615857493
68,1526.97836998475
69,593.8638424292579
70,2411.4967269724157
71,1908.2236486357804
72,1523.2044109867234
73,1923.8356703808306
74,12013.575099066944
75,1130.255761966734
76,5965.445167235673
77,42359.43947516372
78,1326.1400414216496
79,557157.129433755
80,1267.0853248498606
81,10658.631958657677
82,7947.553217705852
83,4234.708360315203
84,22747.94209199485
85,2859.9737496851412
86,722.0376253629972
87,2326.636504891586
88,4183.5424885725115
89,3058316.524867467
90,3896.537412712094
91,10006.784866309607
92,765163.9720144507
98,90.26843079783885
99,6012.37179125706
100,47.776252821778215
101,7015.445305599206
107,501499.83697983983
108,7956.765282058746
109,46596.474936338775
110,622321.7420814778
111,1580203.1520394778
112,1295.648180775182
113,12398.060339099608
114,2063439.5724588216
115,72.82629233276333
116,468.3869977536789
121,532.6561738157818
127,1326.3273882563979
128,1194346.9397524274
129,161.18525981764796
130,4018.829334029487
131,413.8244513246659
135,31525.60700295917
136,99.06177137635633
137,23124.53862973468
138,12415.7757961846
139,12598.871255811782
140,421110.00338491396
141,711.3614528242966
142,928.8732440550923
143,7979.147223661394
144,6034.353525370193
146,196594.62092238214
147,194853.76407034945
148,497741.9003978028
149,610.9565664697698
150,7651.397850611946
151,28023.158885593886
152,1753.6894410853258
153,417045.26466627663
154,1611.322070729175
155,1762.6558878808298
156,307477.4023049083
157,4381.565062840836
158,381957.43354866665
159,178.2876130589344
160,56.160084819740064
161,32.532445156155916
162,295.74349886046247
163,66.10018339337374
164,73.35219443583378
165,11904.268152631868
166,4650.268563635752
167,1860.542167267557
168,891236.9241148736
169,140.8794765386232
170,8433.196077331544
171,546.3694030672352
172,538698.5813356334
173,225.41120819044482
176,386.20833469585233
186,2771.1846274489735
191,3039.388425072745
192,2734.4045958875795
193,1264.5564583270195
194,265.2543708553658
195,848733.5201076951
196,546.4846473074313
197,1713069.763932421
198,276.58481755414255
212,106706.98346098055
213,1054.4551940380686
216,141464.76458698863
217,7662.807054036294
218,55096.67910110919
219,2059.7425108318503
220,206.90513420443327
221,999.2240057457346
222,2904.003167480678
223,375501.07790343335
224,20643.12288942897
225,1823.1217241298632
226,0.13628944162495518
227,82.2814024641406
228,1603.078403345444
229,363279.9234066343
232,6975.744626882355
233,1208.7239998851064
234,114.58095282184237
235,4949.036582824271
236,542.1470457937859
237,1981.2578216292482
238,16637.180103527175
239,1361.2492659944462
240,33265.70697492678
241,1973.862183528045
242,3041.9785803277246
243,3849.2581738245954
244,790251.6792504732
245,526506.8342321641
246,1021.9142199448087
247,337.3215454029412
248,1752.9547695804067
279,11776.09431836752
280,12153.93532434688
281,36505.000640332466
290,651483.1089872859
291,299434.9495367889
292,16430.981103035112
294,7629.887501957685
298,92.27683388673985
312,418.9472527497337
313,3655.061485397223
314,499732.0040013392
315,387.1855904421493
316,2166145.533971087
317,420.5102888913746
318,239.769981474753
319,439744.28285384807
320,179.6329511227782
321,127239.43301481506
322,2536.983493466007
323,250.75503363268814
324,1541.9710230172625
325,1648.94183933616
326,3905.120957707742
329,189.05423359528814
338,3429.854094107432
339,1418.6109909973495
340,1068.9705736840417
343,131970.337027815
344,1334706.2321521859
345,2464898.7173147243
346,367.4647022293749
348,546.8399942069185
349,589.980822365529
351,110.38130124472278
352,112.75593018600776
353,1091.7000610572675
354,991.6623409589391
355,188.75418819518606
356,631.4619026135177
357,583.7905736255615
358,522.1715580865583
359,42063.70883830112
360,761.9573291812343
361,1302.15543154873
362,775.7607730464217
363,111.80933655935758
364,655.9139915531126
365,2610975.1847380633
366,74.93454155348381
367,1772409.5156456707
368,806.5946705863673
369,612355.6699263355
370,356.72032438796344
374,272.13596741201434
375,982.7152390085623
376,4525.171582850773
379,150.18095749311595
380,436.06432612191895
381,540.2148778515245
382,338.655280176835
383,301.6072180763717
384,285.01600715401594
386,722976.0588462902
387,2748.5499560417147
388,810.6355253500167
411,527.5284020861566
415,1887.4730441299505
416,2952.131174694658
417,1522.4968413972858
419,1127.7611046799518
420,647.8035943293754
421,379.4685856665948
424,1152.2526304239407
425,1046.543180799496
426,157738.59568765014
427,769.288894185179
428,354707.85602979147
429,234175.49524144465
430,519.1211830433599
431,231.56658111511908
432,2348.731539049948
433,113.30533518189652
434,3161.588257127606
435,7686.897789725567
436,54259.66738081565
437,620.8361932163601
438,213.94512144742558
439,231.5174539139948
440,128.31853188484988
441,1012.4117877073375
442,170.44837668230014
443,1995.1563528584006
444,131.4554264519868
445,315.6233066278519
446,122.63209170454714
447,184.51835134992092
448,415.1659846092036
449,14164.616731025531
450,1788.205019568271
451,8830.608269291775
452,4836.961167717638
453,36.22468544889125
454,8508.990986755158
455,715.4982131133559
456,198.18871623729504
457,865.1280549403197
458,539.7127464676678
459,739735.7030666737
460,7543.3523623570745
461,2228.762466830104
480,87.09388430929083
481,265963.41441297
482,219.61764187749702
483,900.3046959445836
484,4188.178026248343
485,3244.3056460184284
486,1923.9032364294396
487,1816.1292250934303
488,4822.377795561286
489,2135.2470251811524
490,601.8782498751957
491,83.53893383688393
492,2798.404988191003
493,364.1677689759181
494,336.5422781393492
495,212.9021847933621
496,180.55397837980482
497,255.2315858514696
498,262.09086848489983
499,13481.796244293073
500,362.26422880793007
501,228.83856431171216
502,142.06371861779922
503,142.60980390409526
504,1055.6661713423277
505,178.08221317979556
506,91.71292768889317
507,338.24971310931807
508,457.44422151413573
509,376.80803431962386
510,155.16290134476645
511,329.28731397623716
512,262.45129213368836
513,294.43832772697067
514,79.84175955775854
515,117.10603931341406
516,448.0502583445296
517,693.781267990305
518,1680.4661855481993
519,1256.5408339629766
520,1417.7519708645882
521,267.7132549518483
522,5029.889903821101
523,4081.518759971611
524,3.6854339153621027
525,2163.3184131592984
526,783.7393927743915
527,2319.35370172123
528,156.5184312112433
530,5518.71819243964
535,1747.257273616666
543,1984.2307062695074
544,1292.2626441580999
545,233.28925371799102
546,876.4926496797708
547,83.09322701020554
548,51.07158114091671
549,54.66566995960622
550,131.36123269456684
551,115.22772172058245
552,91.7057243286674
553,737.0534596272785
554,73.96070288352485
555,30.03618625475193
556,29.356494476750708
557,353.0521981472297
558,432.65684489819245
559,3471.7062714454346
560,1687.9439668350094
564,3025.3133823585817
565,1559.9518784065772
566,617.9009628517662
567,3719.3559885547716
568,357.1753871355063
569,1220.9026064184247
570,425.2437803066858
571,485.1724850616518
573,78.07018721578537
574,600.8572414774328
575,424.631698029944
576,246.97535278123908
577,180.81806965380324
578,2795.023705002058
579,4260.3075017406345
580,16301.884471188718
581,111.04129402855273
582,172.8047034354292
583,3543.7388629063307
584,6577.215285459994
585,133.6824937693741
586,24252.04268689339
587,60.725942142840154
588,192.07151109891402
589,344.7666468806471
590,153.9558611424106
591,357.71642183394925
592,779.7904835027143
593,226.99353539984529
594,261.26435552706334
595,264.825833246921
596,214.05797164992214
597,564.432422787233
598,531.897225378875
599,191.72263412241932
600,1069.656574390949
601,134.63134883393815
602,94.33985506432884
603,88.99218787462291
604,585.9440070709275
605,110.08281405274822
606,89.11564631873857
607,218.99628446347253
608,4853.147104218744
609,313.1251419861962
611,3891.7148453475725
612,4646.233876092445
613,906.6549377205612
614,2660.786227502921
615,784.3274517910792
616,289.6831215374741
618,376.58364081541924
623,767.8392011623008
624,106.31035134390709
625,372.5493534040699
626,281.7658144820414
627,338.1043972716823
630,137.510768121512
631,257.0568199072161
632,236.03647594941756
633,274.65359046257777
634,53.1853823815692
635,220.8157220355049
636,14.521889464564273
637,51.62042428338952
639,202.18406496032935
640,1779.3703605585943
641,195.06292384100684
642,11.551717854713804
643,1203.8204998360118
644,8667.1227788136
645,870.7555469718719
646,651.3256448036202
649,454.5372327476505
650,632.6160019078716
651,234.76746088411457
652,309.31674774567557
653,19178.887599545415
654,171.85796398639008
655,286.1214696324504
656,464.12888055033886
657,308.37815426427267
658,936.7093465331202
662,204.26386875366612
664,108.43338762240097
667,189.59101053990176
668,233.3378593229956
669,651.0311498906441
670,1746.529357744451
671,4.719359583369555
672,204.09819443663508
673,450.0273401371179
674,188.7182137319847
675,3386.0068362288607
676,763.3924648576295
677,448.5328734460567
678,95.51067226079813
681,132.21260390477863
682,791.8248320246577
683,375.42041402694736
684,703.3362445315796
686,165.79340389199749
687,183.85461193707425
688,886.298599968043
693,586.5903575044861
694,66.39892194848066
695,955.1629056065233
696,2755.1399715700986
698,86.56195003082728
706,49.232691766052284
710,233.34122257708728
711,1013.7707251471646
712,971.3246161392424
713,422.98153302924504
718,241.97936081616888
719,55.47219221712258
720,104.57211348981872
722,849.6333350426478
723,2101.1024093796987
724,239.19077761623151
725,56.679151529145216
726,2288.8390705772404
727,525.9940293011939
728,105.25985767222092
731,759.1419422043548
732,3082.9380064178654
733,543.3575689778166
734,59.533255974069746
735,57.7454305813325
736,208.24923238561556
737,275.1896309589216
738,160.36436774986169
739,175.53066499567436
740,206.16761922923538
741,346.47564365239685
742,266.15729504998103
743,334.2650524477659
744,141.92592372297497
745,103.85349605008211
746,409.00854131489905
749,63.322006287658766
750,60.678910814316424
751,68.98116367908663
752,271.64483879741573
753,107.03247952734554
755,721.6596393790713
756,0.26173250708604895
757,3.8406818105062883
758,17.009547178820302
759,65.49987064397938
760,18.96270135800823
761,4.768307348685886
762,635.6378165222395
763,181.95176285859498
764,373.42170948098914
765,401.62987984676187
766,34.71411469632108
767,179.38871660345137
