from_id,to_id,weight
0,1,428.99235864842393
0,11,1407.457556719645
0,102,458.0340209260146
0,230,175.9090140312626
0,448,97.12023873508856
0,473,42.655129517752385
0,474,41.23498762294981
0,476,590.2473325536657
0,515,13.739452388192973
0,522,32.254637965098105
0,605,21.769659731426486
0,606,101.76210190285357
0,705,176.0706329245088
1,96,416.51185433121253
1,522,22.191059167106076
1,523,20.612352072912305
1,540,28.40198714790614
1,705,22.760414814393556
2,3,14.980090246423746
2,66,1031.9147958912956
2,102,1051.9508721641184
2,120,21.380911609142466
3,102,10.65224670591095
3,103,14.937715801090993
3,356,10.737711891126132
4,5,98.31729224952178
4,73,32.82029860418574
4,331,106.58247604128455
5,19,94.02295680781187
5,72,461.9031497269675
5,73,666.525005201204
5,127,230.3635239380465
5,128,151.79873666344074
5,374,468.58710357509614
5,459,426.5626970341434
5,460,408.11773141904314
5,672,33.72794515197177
6,7,250.2361852192798
6,18,190.291159486804
6,19,158.07147892566095
7,16,1402.5883215845654
7,17,259.39958916367584
7,18,29.402326704499767
7,19,1395.685366547701
7,33,17.170564099722988
7,459,27.244127317149786
8,9,286.36264413311756
8,13,279.3426056825783
8,280,171.24832543515603
9,13,923.866571929354
9,280,102.49785110462881
9,365,11.128336697988006
9,366,1315.526172376516
9,520,11.915485759183849
10,75,969.6067617111204
10,245,49.56403012694111
10,248,1115.7726287578612
10,249,27.779826228970645
10,552,8.96531705686704
10,-1,1726.8255862117953
11,12,287.91786607221957
11,57,931.7023097030014
11,102,767.8139010069392
11,215,33.886819708164865
11,438,663.9381628852635
11,715,64.24083938066188
12,57,284.2510859944692
12,439,12.33837172873927
13,250,1677.38889882433
13,279,39.96183575182031
13,280,104.75017878002818
13,355,2297.7759052931956
13,364,756.516446663105
13,430,735.7509067772869
13,454,1385.3308564490933
13,495,47.0108555357656
13,517,986.3554736430524
13,687,62.26490279012923
13,694,125.25229392450446
13,-1,3569.150302959891
14,15,472.25416904719776
14,100,214.93476761307102
14,172,197.66473212554556
14,173,332.285424164454
14,174,238.68865499880755
14,232,119.43105544673422
14,244,14.988469901823189
14,258,48.15453489263487
14,259,106.32961984056107
14,429,169.78019359124679
14,440,399.58340023241436
14,630,34.76185087343633
14,631,125.16603833996581
15,172,326.27661968085926
15,178,327.4016252280616
15,217,522.3562664849019
15,438,669.8681286785037
15,448,93.71769474830349
15,580,312.8988644948125
15,631,129.4217685665494
16,17,270.09078339388043
16,32,255.07013513705334
16,33,334.1779975809461
16,40,1182.5091646852343
16,57,1317.0005877685346
16,102,1266.8272873957574
16,144,849.5941621103652
16,647,35.43920308323934
17,32,36.76434129480436
18,19,53.11721978336462
18,140,41.989179616802815
18,143,280.4986739061018
18,735,32.130351496972
18,744,18.679513513002114
19,72,116.71081516366654
19,143,1345.6541669566561
19,671,28.795839728330527
19,672,26.542449793695564
20,21,57.99384751293613
20,123,988.098189526905
20,124,48.02349777750876
20,125,168.75575049988637
20,145,691.1836911321267
20,333,262.5179324327856
21,125,28.181245349051135
21,333,43.07750360741425
21,674,22.30442247708903
22,23,19.362159464795536
22,158,639.8778128177456
22,563,616.4583445426999
22,596,15.160048659429602
22,712,31.68874147807734
23,195,715.9577059688608
23,208,716.0037367887508
23,265,20.914862882653296
24,25,567.1080834718965
24,123,606.6914753827502
24,125,1028.5093740648654
24,272,86.96394602747586
24,285,543.8818222218079
24,287,22.225486177668202
24,660,34.06999326345536
24,-1,1027.8172048683703
25,71,911.3365818478071
25,121,344.59021103332157
25,122,10.879701448749412
25,123,423.1624205048978
25,225,41.918248973325504
25,226,1784.4063754385204
25,227,1177.3897476821246
25,285,4301.351789421004
25,328,2040.4744464313733
25,343,274.5258690234558
25,435,28.131303825743448
25,680,21.498852915619736
25,682,20.876811870422056
25,692,48.68083722784424
25,749,33.7104902517429
25,752,38.66810153830993
25,753,22.372246343014755
25,754,39.059485685554094
25,755,56.418055685926014
25,756,29.200786915175257
25,757,27.397628873940494
26,27,109.53318049457357
26,28,536.4977934343515
26,81,396.0618362499464
26,180,253.41055795343655
26,338,264.2119834717782
27,29,53.715583523753935
27,81,148.08633557156995
28,29,368.8528454703967
28,74,1233.2866305154598
28,180,218.60207922431294
28,220,63.791540817853374
28,541,228.8354822281895
28,542,209.1629317427592
29,80,112.10975097344998
29,526,296.45090190101604
29,541,287.8989259137379
30,31,19.511214634775357
30,41,831.2650883569753
30,49,858.8372230033088
31,49,12.507615194856568
31,271,10.176738990006573
31,451,19.271791633398866
32,33,243.47912372892654
33,140,574.9437372979279
33,290,17.420371587202116
34,35,275.5178405675789
34,40,1314.3875697872375
34,63,1265.8067451002526
34,144,115.87054313023143
34,212,2146.0038922063077
35,63,322.29170161053105
35,212,19.233317298561374
35,385,41.312859127535894
35,386,23.211838390594313
35,551,74.85844376704095
36,37,39.052579115648655
36,141,53.82547190469771
36,461,35.59273866183611
37,63,43.764710505347324
37,141,160.64366305221765
37,289,161.82172776540204
37,461,104.47121633591581
38,39,12.277986076397815
38,153,455.27138101233413
38,441,409.9506609757132
38,472,53.05197639295375
38,609,25.804706400247262
39,566,16.93571045657146
39,726,7.455593597570536
40,57,1192.0046917124462
40,144,2745.0500960239906
40,155,118.0193373779809
40,208,1457.9797767417012
40,212,1077.908487805998
40,264,1147.1527484112962
40,265,477.70294474064957
40,647,26.72027525059638
41,49,822.5624524035992
41,170,455.55997407971444
41,271,61.598259176381234
41,582,330.6313334932649
41,583,28.206791743081517
41,620,22.629302823938275
41,623,118.14369087550958
41,652,66.15286646172618
42,43,44.5552504269717
42,44,48.12119513531005
42,453,48.38094639676011
43,44,353.2608545647447
43,499,391.9310043146222
43,506,8.336803703205549
44,107,547.3116721314404
44,168,1390.4618740664723
44,452,1345.1343895421467
44,453,690.488230705211
44,499,612.1498553280893
44,600,304.06808412425283
44,621,106.24790105621821
45,46,8.535876308230943
45,47,9.261959593360467
45,502,7.030032821905403
46,48,7.087510241244333
46,62,10.888610485308059
46,504,7.09203867228581
46,505,4.996954601677221
47,48,15.346419184442958
47,501,6.957864221365407
47,507,23.21372365698488
47,509,14.264875433316792
47,556,29.349686685154307
48,503,11.618859907693437
49,50,294.4753076092704
49,62,1729.5571563231742
49,170,278.1196776634732
49,221,1794.6933853544163
49,222,3100.8455526480584
49,250,2653.510288795777
49,251,346.57443988780545
