from_id,to_id,weight
-1,1,54301.8108591759
-1,1,54301.8108591759
-1,2,17767.77106725687
-1,2,17767.77106725687
-1,4,20627.957532351225
-1,4,20627.957532351225
-1,5,8894.018734140725
-1,5,8894.018734140725
-1,8,47423.67360152145
-1,8,47423.67360152145
-1,10,49432.02978395519
-1,10,49432.02978395519
-1,13,23125.410191148163
-1,13,23125.410191148163
-1,19,30584.430676089658
-1,19,30584.430676089658
-1,23,25228.02545746582
-1,23,25228.02545746582
-1,24,38957.01129838406
-1,24,38957.01129838406
-1,25,20202.421553170887
-1,25,20202.421553170887
-1,26,17130.673978316856
-1,26,17130.673978316856
-1,32,28784.766767781603
-1,32,28784.766767781603
-1,33,42505.81459441666
-1,33,42505.81459441666
-1,35,1792.9287427252668
-1,35,1792.9287427252668
-1,44,10735.681440730657
-1,44,10735.681440730657
-1,54,1502.304584481159
-1,54,1502.304584481159
-1,55,43584.37168818137
-1,55,43584.37168818137
-1,56,41026.32646626767
-1,56,41026.32646626767
-1,57,3667.467480838301
-1,57,3667.467480838301
-1,61,25700.48190253141
-1,61,25700.48190253141
-1,62,33102.87249734794
-1,62,33102.87249734794
-1,70,26329.159596394198
-1,70,26329.159596394198
-1,79,31704.054748732313
-1,79,31704.054748732313
-1,86,17090.60663651466
-1,86,17090.60663651466
-1,87,46450.2289151774
-1,87,46450.2289151774
-1,88,33341.12684782437
-1,88,33341.12684782437
-1,89,19628.45848644061
-1,89,19628.45848644061
-1,99,14845.82938803902
-1,99,14845.82938803902
-1,101,20231.452207370334
-1,101,20231.452207370334
-1,102,37335.688009619
-1,102,37335.688009619
-1,103,65651.0951771697
-1,103,65651.0951771697
-1,121,14253.903710098284
-1,121,14253.903710098284
-1,122,17069.372147904905
-1,122,17069.372147904905
-1,123,38330.89127269593
-1,123,38330.89127269593
-1,124,30164.923015548924
-1,124,30164.923015548924
-1,127,23005.575786903268
-1,127,23005.575786903268
-1,128,27627.715449285162
-1,128,27627.715449285162
-1,387,7727.968780323738
-1,387,7727.968780323738
-1,388,11033.212848861946
-1,388,11033.212848861946
-1,390,10722.31003785722
-1,390,10722.31003785722
-1,452,5848.974043498486
-1,452,5848.974043498486
-1,454,20083.257536556004
-1,454,20083.257536556004
-1,455,3446.0054842552563
-1,455,3446.0054842552563
-1,457,11676.724336911164
-1,457,11676.724336911164
-1,473,24720.465682783626
-1,473,24720.465682783626
-1,507,24191.66070271169
-1,507,24191.66070271169
-1,511,13315.135793979101
-1,511,13315.135793979101
-1,514,11679.33769972962
-1,514,11679.33769972962
-1,517,9657.261073635635
-1,517,9657.261073635635
-1,518,49271.39972442781
-1,518,49271.39972442781
-1,529,32268.86163003541
-1,529,32268.86163003541
-1,536,22575.60535900868
-1,536,22575.60535900868
-1,537,1222.6021509795714
-1,537,1222.6021509795714
-1,538,35441.06602877445
-1,538,35441.06602877445
-1,539,26349.3388426281
-1,539,26349.3388426281
0,11,4361.291004446041
0,11,4361.291004446041
0,241,3886.7792717252414
0,241,3886.7792717252414
